,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
965,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
966,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
967,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
968,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
969,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
970,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
971,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
972,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
973,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
974,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
975,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
976,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
977,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
978,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
979,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
980,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
981,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
982,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
983,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
984,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
985,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
986,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
987,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
988,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
989,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'gearbox_manuell'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
990,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
991,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3458,1.0,0.3458,1.0,1.0,0.0,inf
992,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
993,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
994,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
995,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
996,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
997,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
998,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
999,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
1000,"frozenset({'nrOfPictures_0', 'seller_privat', 'gearbox_manuell', 'kilometer_150000', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
1001,"frozenset({'nrOfPictures_0', 'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1002,"frozenset({'nrOfPictures_0', 'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
1003,"frozenset({'nrOfPictures_0', 'offerType_Angebot', 'seller_privat', 'kilometer_150000', 'notRepairedDamage_nein'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1004,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'kilometer_150000', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
1005,"frozenset({'nrOfPictures_0', 'seller_privat', 'gearbox_manuell', 'kilometer_150000', 'offerType_Angebot'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1006,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1007,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
1008,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1009,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1010,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1011,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
1012,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1013,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
1014,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1015,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1016,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1017,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1018,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1019,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1020,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1021,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
1022,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1023,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1024,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1025,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1026,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1027,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1028,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
1029,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
1030,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
1031,"frozenset({'fuelType_benzin', 'nrOfPictures_0', 'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
1032,"frozenset({'fuelType_benzin', 'nrOfPictures_0', 'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
1033,"frozenset({'fuelType_benzin', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
1034,"frozenset({'fuelType_benzin', 'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
1035,"frozenset({'nrOfPictures_0', 'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
1036,"frozenset({'fuelType_benzin', 'nrOfPictures_0', 'seller_privat', 'gearbox_manuell', 'offerType_Angebot'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
1037,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3458,1.0,0.3458,1.0,1.0,0.0,inf
1038,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
1039,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
1040,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3458,1.0,0.3458,1.0,1.0,0.0,inf
1041,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3458,1.0,0.3458,1.0,1.0,0.0,inf
1042,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
1043,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
1044,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
1045,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
1046,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
1047,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
1048,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
1049,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
1050,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3458,1.0,0.3458,1.0,1.0,0.0,inf
1051,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
